field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,dip_dir,field_16,field_17,Formation,field_19,corr_dir,Loc_Strike,Loc_Dip
11427bae3a42e0e34fc32798846c3dde,Locality 2,cc1bd0fc0b2e74737ca473932dec0a0e,711836.0215,4358279.217,39.348011,-114.541685,11S,2525.20752,5,3,Foreset,197,37.00,287.00,11.654,Salvi,Salvi,,283.8,188,23
11427bae3a42e0e34fc32798846c3dde,Locality 2,e58b4b8baecb472754d16c65ff96c3cb,711837.9869,4358281.374,39.34803,-114.541661,11S,2520.81665,5,6,Foreset,217,31.00,307.00,11.654,Salvi,Salvi,,301.9,188,23
11427bae3a42e0e34fc32798846c3dde,Locality 2,463468599c3d1cffd2e22c9a1fc6e14a,711844.0764,4358269.325,39.34792,-114.541594,11S,2514.729004,5,4,Foreset,195,55.00,285.00,11.654,Salvi,Salvi,,279.8,188,23
11427bae3a42e0e34fc32798846c3dde,Locality 2,ab6f141c29586f8b0ade555011c0d5c7,711863.1773,4358202.077,39.34731,-114.541394,11S,2479.126221,5,4,Foreset,168,42.00,258.00,11.654,Salvi,Salvi,,260,196,28
11427bae3a42e0e34fc32798846c3dde,Locality 2,dde48a6ecdb559a661e1cde47de6d1a8,711958.9625,4358168.379,39.346983,-114.540294,11S,2448.425537,5,6,Foreset,170,55.00,260.00,11.654,Salvi fg,Salvi,,262.3,168,34
11427bae3a42e0e34fc32798846c3dde,Locality 2,0e0f856d0f371b8d080159486229ff54,711961.5617,4358164.25,39.346945,-114.540265,11S,2452.856201,5,3,Foreset,166,65.00,256.00,11.654,Salvi fg,Salvi,,260.8,168,34
11427bae3a42e0e34fc32798846c3dde,Locality 2,d333e59d23de20e9ede7cbd5f202ba85,711970.9516,4358148.617,39.346802,-114.540161,11S,2448.879639,5,6,Foreset,196,39.00,286.00,11.654,Salvi,Salvi,,282.8,179,27
11427bae3a42e0e34fc32798846c3dde,Locality 2,7c5be201d3d31d4d3a7cdc9e6291b150,711979.2051,4358165.42,39.346952,-114.54006,11S,2443.322998,5,6,Foreset,166,39.00,256.00,11.654,Salvi fg,Salvi,,258.1,179,27
11427bae3a42e0e34fc32798846c3dde,Locality 2,12cf69c2c626438bee58dd5978405759,712017.8371,4358180.829,39.347081,-114.539607,11S,2437.712158,10,24,Foreset,177,27.00,267.00,11.654,Salvi fg,Salvi,,267.1,187,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,f04643352cb93b20355097efca70405d,712026.631,4358167.443,39.346958,-114.53951,11S,2407.158447,10,6,Foreset,182,25.00,272.00,11.654,Salvi,Salvi,,271.6,187,22
11427bae3a42e0e34fc32798846c3dde,Locality 2,03cc24819556d23d78b518f5a004d2e5,712094.2914,4358153.542,39.346816,-114.53873,11S,2382.756592,5,6,Foreset,200,66.00,290.00,11.654,Salvi,Salvi,,280.8,219,48
11427bae3a42e0e34fc32798846c3dde,Locality 2,1333aa8a25802861c67c14a474a30a1f,712206.2367,4358029.927,39.345676,-114.537471,11S,2342.889648,5,6,Foreset,223,60.00,313.00,11.654,Salvi,Salvi,,297.3,218,40
11427bae3a42e0e34fc32798846c3dde,Locality 2,40e45cf0bfb02ce03cd4d81b8d63eeaa,712206.2367,4358029.927,39.345676,-114.537471,11S,2342.889648,5,6,Foreset,233,76.00,323.00,11.654,Salvi,Salvi,,291.1,218,40
11427bae3a42e0e34fc32798846c3dde,Locality 2,abd655a24ee8a1c1912d1f8ecac6d074,712264.4862,4358038.293,39.345737,-114.536793,11S,2345.691895,5,6,Foreset,190,45.00,280.00,11.654,Salvi,Salvi,,277.3,181,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,60a79df18107d0a4fc18b5ebd770adc1,712271.0699,4358040.758,39.345758,-114.536716,11S,2344.838135,5,3,Foreset,165,48.00,255.00,11.654,Salvi,Salvi,,258.1,181,39
11427bae3a42e0e34fc32798846c3dde,Locality 2,88d3ab59cf341df9ef4a039ba0bcd667,712379.396,4358032.452,39.345656,-114.535462,11S,2305.096191,5,4,Foreset,170,46.00,260.00,11.654,Salvi,Salvi,,261.8,157,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,81721fa978028dd9e3c25e41cecd91d8,712379.6765,4358031.18,39.345645,-114.535459,11S,2306.273438,5,3,Foreset,161,49.00,251.00,11.654,Salvi,Salvi,,255.2,157,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,1c39e24d1c6ffb654795dc92c4070b8f,712382.7901,4358030.729,39.34564,-114.535423,11S,2317.378906,5,12,Foreset,201,47.00,291.00,11.654,Salvi,Salvi,,285.6,157,31
11427bae3a42e0e34fc32798846c3dde,Locality 2,5bd2edd7d06e5631145f86e36b04c13b,712405.4379,4358041.65,39.345733,-114.535157,11S,2291.481445,5,6,Foreset,182,46.00,272.00,11.654,Salvi,Salvi,,271.1,200,44
,,,,,,,,,,,,,,,,,,,,,
